Date,Action,Ticker,Shares,Price,Value,Return,Reason
2025-10-14 00:00:00-04:00,SELL,STX,73,211.07623291015625,15408.565002441406,-0.10349057605256687,STOP_LOSS
2025-10-15 00:00:00-04:00,SELL,MU,103,191.94000244140625,19769.820251464844,0.14786157856905535,TAKE_PROFIT
2025-10-24 00:00:00-04:00,SELL,LRCX,129,151.43069458007812,19534.559600830078,0.1327856770013219,TAKE_PROFIT
2025-10-29 00:00:00-04:00,SELL,WDC,144,141.26641845703125,20342.3642578125,0.17757794984323508,TAKE_PROFIT
2025-10-31 00:00:00-04:00,SELL,L,172,99.50189208984375,17114.325439453125,-0.008267811168719634,REBALANCE
2025-10-31 00:00:00-04:00,SELL,IBM,61,305.724365234375,18649.186279296875,0.08948821880647356,REBALANCE
2025-10-31 00:00:00-04:00,SELL,JNJ,94,187.6783905029297,17641.76870727539,0.018606431891033205,REBALANCE
2025-10-31 00:00:00-04:00,BUY,CSCO,252,73.11000061035156,18423.720153808594,0.0,NEW_POSITION
2025-10-31 00:00:00-04:00,BUY,CBOE,75,245.63999938964844,18422.999954223633,0.0,NEW_POSITION
2025-10-31 00:00:00-04:00,BUY,CAH,96,190.77000427246094,18313.92041015625,0.0,NEW_POSITION
2025-10-31 00:00:00-04:00,BUY,MCK,22,810.5849609375,17832.869140625,0.0,NEW_POSITION
2025-10-31 00:00:00-04:00,BUY,WELL,102,180.3358154296875,18394.253173828125,0.0,NEW_POSITION
2025-10-31 00:00:00-04:00,BUY,GLW,208,88.77715301513672,18465.647827148438,0.0,NEW_POSITION
2025-10-31 00:00:00-04:00,BUY,HII,57,320.60614013671875,18274.54998779297,0.0,NEW_POSITION
2025-11-20 00:00:00-05:00,SELL,GLW,208,78.02999877929688,16230.23974609375,-0.12105765808920937,STOP_LOSS
2025-11-24 00:00:00-05:00,SELL,WELL,102,202.3000030517578,20634.600311279297,0.12179603685344521,TAKE_PROFIT
2025-11-25 00:00:00-05:00,SELL,CAH,96,213.72999572753906,20518.07958984375,0.1203543059226768,TAKE_PROFIT
